"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"p_0001";"v_113";"v_114";"meduse_1";"meduse_2";"meduse_3";"medtime_1";"medtime_2";"medtime_3";"medcondsoz_1";"medcondsoz_2";"medcondsoz_3";"medcondsoz_4";"medcondsoz_5";"medcondsoz_6";"medcondsoz_7";"medcondsoz_8";"medcondsoz_9";"medcondsoz_10";"v_48";"medcondsoz_11";"med_act";"finan1";"finan2";"finan3";"trust1";"trust2";"trust3";"trust4";"trust5";"tsec1";"tsec2";"tsec3";"tfree1";"tfree2";"tfree3";"ssec1";"ssec2";"ssec3";"sfree1";"sfree2";"sfree3";"att";"man_finance";"man_finance_ctrl";"man_eff";"man_eff_ctrl";"man_acc1";"man_acc2";"narrative_1";"narrative_2";"narrative_3";"narrative_4";"narrative_5";"narrative_6";"narrative_7";"narrative_8";"man_check1";"man_check2";"v_126";"v_127";"heiz1";"heiz2";"heiz3";"heiz4";"heiz5";"heiz6";"heiz7";"heiz8";"heiz9";"heiz10";"v_109";"pol";"v_7";"SES";"gender";"age";"browser";"referer";"device_type";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts7101447";"rts7101522";"rts7111982";"rts7112144";"rts7112405";"rts7112407";"rts7112415";"rts7113504";"rts7113506";"rts7113507";"rts7113508";"rts7113510";"rts7113511";"rts7113513";"rts7113514";"rts7113515";"rts7113516";"rts7113517";"rts7113518";"rts7118825";"rnd_pg_7119467_1";"rnd_pg_7119467_2";"rnd_pg_7119467_3";"rnd_pg_7119467_4";"rnd_pg_7119467_5";"rnd_pg_7119467_6";"rnd_pg_7119467_7";"rnd_pg_7119467_8"
"684";"0";"0";"31";"7101365";"-99";"486";"2";"290718017538266";"0";"1";"2";"9";"8";"1";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"1";"1";"1";"1";"6";"5";"1";"4";"4";"6";"6";"5";"6";"6";"6";"6";"6";"6";"6";"6";"6";"2";"5";"-99";"3";"-99";"1";"1";"3";"5";"1";"4";"1";"3";"1";"2";"2";"3";"-99";"-99";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Kohle";"5";"-99";"2";"1";"68";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113511,7113514,7113513,7113515,7113516,7113510,7113508,7113507,7113517,7113518,7101522,7101365";"0";"1";"0";"-99";"-99";"cdad453fb3103e0a3e5814d55d8acaa0";"1";"0";"1729868841";"2024-10-25 15:07:21";"2024-10-25 15:15:27";"0000-00-00 00:00:00";"6";"486";"90";"55";"119";"123";"227";"195";"234";"416";"398";"390";"268";"322";"297";"341";"372";"435";"451";"0";"7113511";"7113514";"7113513";"7113515";"7113516";"7113510";"7113508";"7113507"
"685";"0";"0";"31";"7101365";"-99";"327";"3";"290718017192027";"0";"1";"8";"9";"9";"2";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"3";"2";"2";"1";"6";"7";"1";"6";"2";"3";"7";"7";"5";"6";"6";"5";"5";"5";"5";"5";"5";"2";"5";"-99";"5";"-99";"3";"3";"5";"4";"4";"4";"2";"4";"4";"4";"3";"2";"-99";"-99";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"fernwärme";"1";"-99";"2";"1";"69";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113513,7113515,7113510,7113514,7113516,7113511,7113507,7113508,7113517,7113518,7101522,7101365";"1";"1";"0";"-99";"-99";"1333490d001b8554ad677bf17789ee50";"1";"0";"1729868923";"2024-10-25 15:08:43";"2024-10-25 15:14:10";"0000-00-00 00:00:00";"5";"327";"86";"54";"115";"119";"186";"155";"193";"269";"276";"243";"263";"228";"251";"238";"257";"286";"303";"0";"7113513";"7113515";"7113510";"7113514";"7113516";"7113511";"7113507";"7113508"
"686";"0";"0";"31";"7101365";"-99";"656";"2";"290718017803330";"0";"1";"1";"1";"9";"4";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"1";"5";"5";"5";"5";"6";"2";"3";"2";"4";"4";"2";"4";"4";"4";"7";"7";"7";"7";"7";"7";"2";"3";"-99";"2";"-99";"1";"1";"5";"5";"5";"3";"5";"5";"5";"2";"2";"4";"-99";"-99";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"8";"Freie Wähler";"6";"2";"74";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113510,7113516,7113508,7113515,7113514,7113511,7113513,7113507,7113517,7113518,7101522,7101365";"0";"1";"0";"-99";"-99";"04428c64a9d80d1a5ed0c0c2b531c3a1";"1";"0";"1729869230";"2024-10-25 15:13:50";"2024-10-25 15:24:46";"0000-00-00 00:00:00";"5";"656";"171";"80";"217";"255";"377";"318";"387";"570";"460";"414";"534";"561";"520";"493";"438";"599";"615";"0";"7113510";"7113516";"7113508";"7113515";"7113514";"7113511";"7113513";"7113507"
"688";"0";"0";"31";"7101365";"-99";"563";"3";"290718017845329";"0";"1";"1";"9";"9";"2";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"2";"4";"3";"3";"6";"6";"1";"5";"5";"1";"5";"4";"4";"4";"4";"5";"4";"5";"1";"1";"1";"2";"3";"-99";"6";"-99";"4";"4";"3";"5";"1";"5";"1";"3";"3";"4";"3";"3";"-99";"-99";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Fernwärme";"2";"-99";"6";"1";"76";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0";"https://survey.maximiles.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113510,7113514,7113508,7113507,7113515,7113513,7113516,7113511,7113517,7113518,7101522,7101365";"0";"0";"0";"-99";"-99";"3bb24d949df49cd037527893a8d622b7";"1";"0";"1729870079";"2024-10-25 15:27:59";"2024-10-25 15:37:22";"0000-00-00 00:00:00";"6";"563";"127";"72";"156";"170";"266";"227";"279";"366";"342";"296";"478";"414";"326";"395";"438";"501";"519";"0";"7113510";"7113514";"7113508";"7113507";"7113515";"7113513";"7113516";"7113511"
"689";"0";"0";"31";"7101365";"-99";"805";"1";"290718017135694";"0";"1";"1";"9";"6";"2";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"-99";"0";"2";"6";"6";"6";"7";"6";"2";"6";"6";"1";"6";"4";"5";"2";"2";"4";"4";"4";"6";"5";"5";"1";"2";"-99";"5";"-99";"3";"3";"2";"5";"2";"3";"1";"5";"4";"5";"4";"3";"-99";"-99";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"2";"-99";"8";"2";"78";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 OPR/114.0.0.0";"https://deref-gmx.net/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113511,7113510,7113508,7113516,7113513,7113515,7113507,7113514,7113517,7113518,7101522,7101365";"0";"0";"0";"-99";"-99";"f84c3ddc2a2b877ea205c44df36cfa59";"1";"0";"1729870275";"2024-10-25 15:31:15";"2024-10-25 15:44:40";"0000-00-00 00:00:00";"132";"805";"235";"173";"295";"351";"471";"417";"488";"694";"589";"566";"534";"638";"717";"665";"613";"751";"760";"0";"7113511";"7113510";"7113508";"7113516";"7113513";"7113515";"7113507";"7113514"
"690";"0";"0";"31";"7101365";"-99";"395";"1";"289768834243659";"0";"1";"2";"2";"2";"2";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"3";"4";"4";"3";"3";"2";"2";"1";"1";"5";"5";"5";"4";"5";"4";"7";"6";"6";"6";"7";"6";"1";"4";"-99";"2";"-99";"2";"2";"5";"2";"3";"4";"4";"3";"1";"2";"2";"2";"-99";"-99";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"-99";"6";"-99";"6";"2";"66";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0";"https://survey.maximiles.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113511,7113514,7113515,7113516,7113507,7113510,7113513,7113508,7113517,7113518,7101522,7101365";"1";"0";"0";"-99";"-99";"c466752c7bd899e8e19b718eb34651d6";"1";"0";"1729870624";"2024-10-25 15:37:04";"2024-10-25 15:43:39";"0000-00-00 00:00:00";"4";"395";"98";"66";"122";"134";"199";"168";"202";"304";"355";"327";"242";"343";"261";"275";"290";"365";"372";"0";"7113511";"7113514";"7113515";"7113516";"7113507";"7113510";"7113513";"7113508"
"691";"0";"0";"31";"7101365";"-99";"579";"2";"290718017894502";"0";"1";"2";"1";"6";"3";"2";"2";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"2";"4";"3";"3";"4";"4";"1";"2";"2";"5";"6";"5";"5";"4";"4";"7";"7";"7";"7";"7";"7";"2";"5";"-99";"2";"-99";"1";"1";"2";"2";"1";"1";"2";"1";"2";"1";"1";"1";"-99";"-99";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"6";"-99";"6";"2";"60";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113510,7113507,7113513,7113511,7113515,7113516,7113514,7113508,7113517,7113518,7101522,7101365";"0";"0";"0";"-99";"-99";"312e6c599b0e85caa08a74f930b258e5";"1";"0";"1729871389";"2024-10-25 15:49:49";"2024-10-25 15:59:28";"0000-00-00 00:00:00";"5";"579";"120";"75";"170";"248";"339";"301";"352";"410";"528";"381";"461";"426";"519";"478";"499";"544";"549";"0";"7113510";"7113507";"7113513";"7113511";"7113515";"7113516";"7113514";"7113508"
"692";"0";"0";"31";"7101365";"-99";"857";"1";"290718017405097";"0";"1";"9";"1";"9";"3";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"3";"5";"5";"5";"6";"5";"1";"4";"5";"3";"3";"2";"3";"3";"4";"5";"6";"5";"4";"5";"5";"1";"2";"-99";"5";"-99";"4";"3";"5";"5";"3";"5";"2";"4";"5";"4";"3";"4";"-99";"-99";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"2";"-99";"7";"2";"64";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0";"https://meinungsplatz.de/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113508,7113513,7113510,7113514,7113515,7113516,7113507,7113511,7113517,7113518,7101522,7101365";"1";"1";"0";"-99";"-99";"eab9e73d43590686401b6e8681e9fa06";"1";"0";"1729871707";"2024-10-25 15:55:07";"2024-10-25 16:09:24";"0000-00-00 00:00:00";"4";"857";"143";"92";"195";"211";"303";"266";"325";"711";"381";"490";"771";"445";"556";"608";"667";"801";"808";"0";"7113508";"7113513";"7113510";"7113514";"7113515";"7113516";"7113507";"7113511"
"695";"0";"0";"31";"7101365";"-99";"685";"2";"289762377256163";"0";"1";"2";"8";"4";"2";"3";"2";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"2";"5";"5";"5";"5";"4";"3";"7";"4";"5";"6";"6";"5";"6";"5";"5";"4";"5";"5";"6";"6";"2";"3";"-99";"5";"-99";"3";"2";"3";"3";"4";"4";"2";"3";"4";"3";"4";"2";"-99";"-99";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"2";"-99";"5";"1";"82";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 OPR/114.0.0.0";"https://survey.maximiles.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113514,7113508,7113516,7113513,7113515,7113507,7113510,7113511,7113517,7113518,7101522,7101365";"1";"1";"0";"-99";"-99";"532427cb5a47985d90d66a8fe89ff126";"1";"0";"1729872679";"2024-10-25 16:11:19";"2024-10-25 16:22:44";"0000-00-00 00:00:00";"4";"685";"162";"80";"220";"229";"383";"307";"397";"539";"450";"551";"572";"501";"434";"522";"480";"628";"648";"0";"7113514";"7113508";"7113516";"7113513";"7113515";"7113507";"7113510";"7113511"
"696";"0";"0";"31";"7101365";"-99";"675";"2";"290718017756205";"0";"1";"2";"6";"9";"3";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"2";"2";"2";"2";"4";"1";"1";"1";"1";"5";"7";"5";"6";"6";"6";"7";"7";"7";"7";"7";"7";"2";"5";"-99";"1";"-99";"1";"1";"5";"5";"5";"3";"5";"1";"5";"1";"1";"1";"-99";"-99";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"-99";"7";"-99";"3";"2";"75";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113507,7113510,7113515,7113511,7113513,7113516,7113514,7113508,7113517,7113518,7101522,7101365";"0";"0";"0";"-99";"-99";"0da4f49ec1cb862a1714d6e6cf3099b5";"1";"0";"1729872802";"2024-10-25 16:13:22";"2024-10-25 16:24:37";"0000-00-00 00:00:00";"26";"675";"184";"134";"231";"328";"406";"369";"421";"444";"597";"463";"513";"535";"586";"486";"563";"614";"623";"0";"7113507";"7113510";"7113515";"7113511";"7113513";"7113516";"7113514";"7113508"
"697";"0";"0";"31";"7101365";"-99";"813";"1";"290718016997410";"0";"1";"2";"9";"8";"1";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"1";"5";"4";"5";"6";"5";"1";"4";"2";"6";"6";"5";"4";"3";"3";"7";"7";"6";"7";"7";"7";"1";"5";"-99";"4";"-99";"3";"2";"3";"3";"3";"2";"2";"2";"3";"3";"2";"2";"-99";"-99";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"-99";"7";"-99";"4";"2";"64";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36";"https://email.t-online.de/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113513,7113514,7113507,7113511,7113510,7113508,7113516,7113515,7113517,7113518,7101522,7101365";"1";"0";"0";"-99";"-99";"21049e1ec39d59be3a91c5e56c58f0ff";"1";"0";"1729873248";"2024-10-25 16:20:48";"2024-10-25 16:34:21";"0000-00-00 00:00:00";"5";"813";"130";"66";"192";"344";"496";"398";"508";"625";"714";"691";"661";"563";"598";"744";"733";"763";"768";"0";"7113513";"7113514";"7113507";"7113511";"7113510";"7113508";"7113516";"7113515"
"699";"0";"0";"31";"7101365";"-99";"983";"2";"290718017180759";"0";"1";"8";"2";"3";"3";"1";"2";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"1";"3";"2";"4";"4";"1";"4";"1";"1";"5";"6";"2";"2";"2";"2";"7";"7";"7";"7";"7";"7";"2";"5";"-99";"3";"-99";"3";"2";"3";"3";"3";"4";"2";"3";"3";"2";"3";"3";"-99";"-99";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"7";"-99";"3";"1";"64";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113507,7113511,7113515,7113514,7113516,7113510,7113513,7113508,7113517,7113518,7113518,7113518,7101522,7101365";"1";"1";"0";"-99";"-99";"e63208a945a217fa6c74271016f75965";"1";"0";"1729873598";"2024-10-25 16:26:38";"2024-10-25 16:43:01";"0000-00-00 00:00:00";"15";"983";"255";"190";"424";"437";"693";"630";"699";"715";"900";"869";"746";"883";"794";"780";"808";"914";"929";"0";"7113507";"7113511";"7113515";"7113514";"7113516";"7113510";"7113513";"7113508"
"702";"0";"0";"31";"7101365";"-99";"211";"1";"290718018351110";"0";"1";"9";"1";"9";"6";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"4";"5";"5";"3";"4";"2";"2";"3";"3";"2";"5";"4";"4";"4";"4";"5";"5";"6";"5";"6";"5";"2";"3";"-99";"4";"-99";"3";"3";"1";"5";"1";"1";"1";"1";"1";"1";"3";"3";"-99";"-99";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-99";"8";"Freie Wähler";"6";"1";"27";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36";"https://survey.maximiles.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113507,7113514,7113516,7113508,7113510,7113511,7113513,7113515,7113517,7113518,7101522,7101365";"0";"0";"0";"-99";"-99";"62ee07e04aa37de9e92a65757dbe8b5d";"1";"0";"1729875189";"2024-10-25 16:53:09";"2024-10-25 16:56:40";"0000-00-00 00:00:00";"3";"211";"61";"34";"84";"89";"141";"120";"143";"150";"160";"163";"168";"171";"155";"174";"157";"182";"187";"0";"7113507";"7113514";"7113516";"7113508";"7113510";"7113511";"7113513";"7113515"
"703";"0";"0";"31";"7101365";"-99";"315";"1";"290718017119304";"0";"1";"2";"2";"9";"2";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"2";"4";"4";"4";"4";"3";"3";"3";"3";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"3";"1";"-99";"4";"-99";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"-99";"-99";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"9";"-99";"5";"1";"62";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0";"https://survey.maximiles.com/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113516,7113510,7113507,7113514,7113511,7113515,7113513,7113508,7113517,7113518,7101522,7101365";"1";"1";"0";"-99";"-99";"fa5eaff3c61abe3c9c766a1a8127d6a6";"1";"0";"1729875504";"2024-10-25 16:58:24";"2024-10-25 17:03:39";"0000-00-00 00:00:00";"5";"315";"81";"49";"92";"195";"228";"208";"231";"250";"278";"246";"261";"271";"256";"265";"241";"287";"294";"0";"7113516";"7113510";"7113507";"7113514";"7113511";"7113515";"7113513";"7113508"
"704";"0";"0";"31";"7101365";"-99";"3539";"2";"290718018288879";"0";"1";"5";"1";"9";"3";"1";"2";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"2";"5";"5";"5";"7";"6";"1";"5";"6";"4";"4";"3";"5";"4";"3";"2";"3";"1";"2";"1";"2";"2";"2";"-99";"7";"-99";"5";"5";"2";"5";"1";"4";"1";"5";"2";"4";"4";"4";"-99";"-99";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"-99";"3";"-99";"7";"1";"41";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:109.0) Gecko/20100101 Firefox/115.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113516,7113507,7113513,7113511,7113515,7113514,7113510,7113508,7113517,7113518,7101522,7101522,7101522,7101365";"0";"1";"0";"-99";"-99";"c36e3910fca0a0c73d36eed03489be5c";"1";"0";"1729876183";"2024-10-25 17:09:43";"2024-10-25 18:08:42";"0000-00-00 00:00:00";"7";"3539";"90";"57";"123";"2493";"2817";"2687";"3336";"3402";"3486";"3478";"3442";"3423";"3468";"3454";"3394";"3498";"3511";"0";"7113516";"7113507";"7113513";"7113511";"7113515";"7113514";"7113510";"7113508"
"705";"0";"0";"31";"7101365";"-99";"2683";"2";"290718017446071";"0";"1";"8";"1";"8";"5";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"4";"4";"3";"4";"6";"5";"2";"3";"3";"7";"6";"6";"6";"6";"6";"7";"6";"7";"5";"3";"5";"2";"5";"-99";"5";"-99";"4";"3";"1";"5";"1";"4";"1";"2";"3";"5";"5";"5";"-99";"-99";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"-99";"3";"-99";"6";"1";"39";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36 Edg/130.0.0.0";"https://meinungsplatz.de/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113511,7113515,7113513,7113516,7113514,7113507,7113508,7113510,7113517,7113518,7101522,7101365";"0";"1";"0";"-99";"-99";"c2c3f3a79442d74d31146c198a5c03f0";"1";"0";"1729876298";"2024-10-25 17:11:38";"2024-10-25 17:56:21";"0000-00-00 00:00:00";"161";"2683";"529";"465";"1556";"2247";"2338";"2302";"2348";"2603";"2621";"2655";"2417";"2506";"2591";"2485";"2565";"2665";"2670";"0";"7113511";"7113515";"7113513";"7113516";"7113514";"7113507";"7113508";"7113510"
"706";"0";"0";"31";"7101365";"-99";"929";"2";"290718017352855";"0";"1";"2";"8";"8";"2";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"2";"6";"6";"0";"4";"2";"1";"2";"2";"1";"1";"1";"5";"2";"2";"6";"5";"4";"7";"7";"7";"2";"4";"-99";"4";"-99";"1";"1";"5";"5";"3";"5";"1";"5";"5";"1";"1";"3";"-99";"-99";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"2";"-99";"6";"1";"69";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113510,7113513,7113514,7113515,7113507,7113516,7113508,7113511,7113517,7113518,7101522,7101365";"0";"1";"0";"-99";"-99";"06ef3de464d1c709b0476ad8a112dc2e";"1";"0";"1729876399";"2024-10-25 17:13:19";"2024-10-25 17:28:48";"0000-00-00 00:00:00";"6";"929";"163";"108";"214";"361";"490";"425";"503";"709";"780";"575";"809";"591";"634";"681";"747";"851";"865";"0";"7113510";"7113513";"7113514";"7113515";"7113507";"7113516";"7113508";"7113511"
"707";"0";"0";"31";"7101365";"-99";"664";"2";"290718017263732";"0";"1";"2";"8";"6";"1";"1";"2";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"3";"5";"5";"5";"4";"3";"2";"3";"2";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"2";"2";"-99";"5";"-99";"2";"2";"3";"3";"3";"3";"2";"2";"2";"3";"2";"2";"-99";"-99";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"-99";"1";"-99";"4";"2";"66";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36";"https://deref-web.de/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113515,7113514,7113507,7113510,7113513,7113511,7113516,7113508,7113517,7113518,7101522,7101365";"1";"1";"0";"-99";"-99";"bc6b568de596e0f91fe1c4d9a5f88ea5";"1";"0";"1729876466";"2024-10-25 17:14:26";"2024-10-25 17:25:30";"0000-00-00 00:00:00";"7";"664";"193";"120";"251";"263";"386";"333";"407";"476";"597";"491";"539";"505";"435";"419";"580";"616";"626";"0";"7113515";"7113514";"7113507";"7113510";"7113513";"7113511";"7113516";"7113508"
